,old_request_domains,new_request_domains
1970,bh.contextweb.com,match.bnmla.com
1971,sync.1rx.io,router.infolinks.com
1972,ps.eyeota.net,ps.eyeota.net
1973,pixel.tapad.com,pixel.tapad.com
1974,pixel.tapad.com,match.adsrvr.org
1975,match.adsrvr.org,match.adsrvr.org
1976,gcdn.2mdn.net,r1---sn-a5mlrn7k.c.2mdn.net
1977,ads.stickyadstv.com,cm.g.doubleclick.net
1978,ads.stickyadstv.com,s.amazon-adsystem.com
1979,cm.g.doubleclick.net,cm.g.doubleclick.net
1980,cm.g.doubleclick.net,ads.stickyadstv.com
1981,aduc.it,www.aduc.it
1982,tillys.com,www.tillys.com
1983,ads.stickyadstv.com,cm.g.doubleclick.net
1984,ads.stickyadstv.com,s.amazon-adsystem.com
1985,us-u.openx.net,us-u.openx.net
1986,cm.g.doubleclick.net,cm.g.doubleclick.net
1987,sync.richaudience.com,sync.richaudience.com
1988,cm.g.doubleclick.net,ads.stickyadstv.com
1989,ib.adnxs.com,ib.adnxs.com
1990,www8.smartadserver.com,www8.smartadserver.com
1991,www8.smartadserver.com,www8.smartadserver.com
1992,www8.smartadserver.com,www8.smartadserver.com
1993,www8.smartadserver.com,www8.smartadserver.com
1994,www8.smartadserver.com,www8.smartadserver.com
1995,ads.stickyadstv.com,cm.g.doubleclick.net
1996,ads.stickyadstv.com,s.amazon-adsystem.com
1997,cm.g.doubleclick.net,cm.g.doubleclick.net
1998,cm.g.doubleclick.net,ads.stickyadstv.com
1999,ads.stickyadstv.com,s.amazon-adsystem.com
2000,us-u.openx.net,us-u.openx.net
2001,sync.richaudience.com,sync.richaudience.com
2002,ib.adnxs.com,ib.adnxs.com
2003,us-u.openx.net,us-u.openx.net
2004,gum.criteo.com,ag.gbc.criteo.com
2005,sync.richaudience.com,sync.richaudience.com
2006,ag.gbc.criteo.com,gem.gbc.criteo.com
2007,ib.adnxs.com,ib.adnxs.com
2008,us-u.openx.net,us-u.openx.net
2009,www8.smartadserver.com,www8.smartadserver.com
2010,ib.adnxs.com,ib.adnxs.com
2011,www8.smartadserver.com,www8.smartadserver.com
2012,www8.smartadserver.com,www8.smartadserver.com
2013,ads.stickyadstv.com,cm.g.doubleclick.net
2014,ads.stickyadstv.com,s.amazon-adsystem.com
2015,cm.g.doubleclick.net,cm.g.doubleclick.net
2016,cm.g.doubleclick.net,ads.stickyadstv.com
2017,us-u.openx.net,us-u.openx.net
2018,ib.adnxs.com,ib.adnxs.com
2019,u.openx.net,u.openx.net
2020,eb2.3lift.com,eb2.3lift.com
2021,u.openx.net,u.openx.net
2022,eb2.3lift.com,eb2.3lift.com
2023,u.openx.net,u.openx.net
2024,eb2.3lift.com,eb2.3lift.com
2025,ib.adnxs.com,ib.adnxs.com
2026,www8.smartadserver.com,www8.smartadserver.com
2027,ib.adnxs.com,ib.adnxs.com
2028,www8.smartadserver.com,www8.smartadserver.com
2029,www8.smartadserver.com,www8.smartadserver.com
2030,ssum-sec.casalemedia.com,ssum-sec.casalemedia.com
2031,ssum-sec.casalemedia.com,ssum-sec.casalemedia.com
2032,ads.stickyadstv.com,cm.g.doubleclick.net
2033,ads.stickyadstv.com,s.amazon-adsystem.com
2034,cm.g.doubleclick.net,cm.g.doubleclick.net
2035,cm.g.doubleclick.net,ads.stickyadstv.com
2036,ssum-sec.casalemedia.com,ssum-sec.casalemedia.com
2037,ib.adnxs.com,ib.adnxs.com
2038,ib.adnxs.com,ib.adnxs.com
2039,ib.adnxs.com,ib.adnxs.com
2040,ib.adnxs.com,ib.adnxs.com
2041,ads.stickyadstv.com,cm.g.doubleclick.net
2042,ads.stickyadstv.com,s.amazon-adsystem.com
2043,gcdn.2mdn.net,r1---sn-a5mlrn7k.c.2mdn.net
2044,cm.g.doubleclick.net,cm.g.doubleclick.net
2045,cm.g.doubleclick.net,ads.stickyadstv.com
2046,sosonline.aduc.it,sosonline.aduc.it
2047,www8.smartadserver.com,www8.smartadserver.com
2048,investire.aduc.it,investire.aduc.it
2049,investire.aduc.it,investire.aduc.it
2050,ads.stickyadstv.com,cm.g.doubleclick.net
2051,ads.stickyadstv.com,s.amazon-adsystem.com
2052,cm.g.doubleclick.net,cm.g.doubleclick.net
2053,cm.g.doubleclick.net,ads.stickyadstv.com
2054,c.clarity.ms,c.bing.com
2055,c.bing.com,c.clarity.ms
2056,us-u.openx.net,us-u.openx.net
2057,sync.richaudience.com,sync.richaudience.com
2058,ib.adnxs.com,ib.adnxs.com
2059,www8.smartadserver.com,www8.smartadserver.com
2060,www8.smartadserver.com,www8.smartadserver.com
2061,ww2951.smartadserver.com,ww2951.smartadserver.com
2062,www14.smartadserver.com,www14.smartadserver.com
2063,pixel.quantserve.com,rtb-csync.smartadserver.com
2064,match.adsrvr.org,match.adsrvr.org
2065,us-u.openx.net,us-u.openx.net
2066,secure.adnxs.com,secure.adnxs.com
2067,sync.richaudience.com,sync.richaudience.com
2068,secure.adnxs.com,rtb-csync.smartadserver.com
2069,rtb-csync.smartadserver.com,cm.g.doubleclick.net
2070,ib.adnxs.com,ib.adnxs.com
2071,cm.g.doubleclick.net,cm.g.doubleclick.net
2072,cm.g.doubleclick.net,rtb-csync.smartadserver.com
2073,us-u.openx.net,us-u.openx.net
2074,sync.richaudience.com,sync.richaudience.com
2075,ib.adnxs.com,ib.adnxs.com
2076,pixel.quantserve.com,rtb-csync.smartadserver.com
2077,match.adsrvr.org,match.adsrvr.org
2078,us-u.openx.net,us-u.openx.net
2079,sync.richaudience.com,sync.richaudience.com
2080,match.prod.bidr.io,match.prod.bidr.io
2081,ib.adnxs.com,ib.adnxs.com
2082,match.prod.bidr.io,rtb-csync.smartadserver.com
2083,sync-tm.everesttech.net,sync-tm.everesttech.net
2084,www8.smartadserver.com,www8.smartadserver.com
2085,us-u.openx.net,us-u.openx.net
2086,sync.richaudience.com,sync.richaudience.com
2087,ib.adnxs.com,ib.adnxs.com
2088,www8.smartadserver.com,www8.smartadserver.com
2089,us-u.openx.net,us-u.openx.net
2090,ib.adnxs.com,ib.adnxs.com
2091,sync.richaudience.com,sync.richaudience.com
2092,www.google.com,googleads.g.doubleclick.net
2093,www.google.com,googleads.g.doubleclick.net
2094,www.google.com,googleads.g.doubleclick.net
2095,tapestry.tapad.com,t.myvisualiq.net
2096,t.myvisualiq.net,t.myvisualiq.net
2097,t.myvisualiq.net,t.myvisualiq.net
2098,www8.smartadserver.com,www8.smartadserver.com
2099,us-u.openx.net,us-u.openx.net
2100,sync.richaudience.com,sync.richaudience.com
2101,ib.adnxs.com,ib.adnxs.com
2102,www8.smartadserver.com,www8.smartadserver.com
2103,www.googleadservices.com,www.google.com
2104,c.clarity.ms,c.bing.com
2105,c.bing.com,c.clarity.ms
2106,www.google.com,googleads.g.doubleclick.net
2107,www.google.com,googleads.g.doubleclick.net
2108,ads.stickyadstv.com,s.amazon-adsystem.com
2109,ads.stickyadstv.com,cm.g.doubleclick.net
2110,cm.g.doubleclick.net,cm.g.doubleclick.net
2111,www.kstu.kz,www.kstu.kz
2112,www.googleadservices.com,www.google.com
2113,googleads.g.doubleclick.net,www.googleadservices.com
2114,c.clarity.ms,c.bing.com
2115,c.bing.com,c.clarity.ms
2116,euroreizen.be,www.euroreizen.be
2117,www.euroreizen.be,www.euroreizen.be
2118,www.googleadservices.com,www.google.com
2119,c.clarity.ms,c.bing.com
2120,cbinsights.com,www.cbinsights.com
2121,px.ads.linkedin.com,px.ads.linkedin.com
2122,ad.doubleclick.net,s0.2mdn.net
2123,cs.choozle.com,cs.choozle.com
2124,insight.adsrvr.org,d1eoo1tco6rr5e.cloudfront.net
2125,cs.choozle.com,cs.choozle.com
2126,insight.adsrvr.org,dpm.demdex.net
2127,dpm.demdex.net,dpm.demdex.net
2128,c.clarity.ms,c.bing.com
2129,c.bing.com,c.clarity.ms
2130,www.google.com,googleads.g.doubleclick.net
2131,www.google.com,googleads.g.doubleclick.net
2132,hackerone.com,www.hackerone.com
2133,id.rlcdn.com,id.rlcdn.com
2134,px.ads.linkedin.com,px.ads.linkedin.com
2135,match.prod.bidr.io,match.prod.bidr.io
2136,match.prod.bidr.io,segments.company-target.com
2137,id.rlcdn.com,segments.company-target.com
2138,segments.company-target.com,segments.company-target.com
2139,segments.company-target.com,segments.company-target.com
2140,cbinsights.com,www.cbinsights.com
2141,px.ads.linkedin.com,px.ads.linkedin.com
2142,c.clarity.ms,c.bing.com
2143,c.bing.com,c.clarity.ms
2144,cs.choozle.com,cs.choozle.com
2145,insight.adsrvr.org,d1eoo1tco6rr5e.cloudfront.net
2146,px.ads.linkedin.com,px.ads.linkedin.com
2147,c.clarity.ms,c.bing.com
2148,pixel.sitescout.com,pixel.sitescout.com
2149,pixel.sitescout.com,pixel.sitescout.com
2150,kertigepek.hu,www.kertigepek.hu
2151,c.bing.com,c.clarity.ms
2152,cs.choozle.com,cs.choozle.com
2153,insight.adsrvr.org,dpm.demdex.net
2154,www.dad2summit.com,dad2.com
2155,www.dad2summit.com,dad2.com
2156,www.dad2summit.com,dad2.com
2157,dad2.com,dad2.com
2158,dad2.com,dad2.com
2159,dad2.com,dad2.com
2160,px.ads.linkedin.com,px.ads.linkedin.com
2161,dpm.demdex.net,dpm.demdex.net
2162,px.ads.linkedin.com,px.ads.linkedin.com
2163,c.clarity.ms,c.bing.com
2164,cs.choozle.com,cs.choozle.com
2165,www.facebook.com,www.facebook.com
2166,www.facebook.com,www.facebook.com
2167,insight.adsrvr.org,d1eoo1tco6rr5e.cloudfront.net
2168,c.bing.com,c.clarity.ms
2169,getresponse.com,www.getresponse.com
2170,insight.adsrvr.org,d1eoo1tco6rr5e.cloudfront.net
2171,cs.choozle.com,cs.choozle.com
2172,cs.choozle.com,cs.choozle.com
2173,insight.adsrvr.org,dpm.demdex.net
2174,cs.choozle.com,cs.choozle.com
2175,insight.adsrvr.org,dpm.demdex.net
2176,dpm.demdex.net,dpm.demdex.net
2177,dpm.demdex.net,dpm.demdex.net
2178,aielanat.com,www.aielanat.com
2179,px.ads.linkedin.com,px.ads.linkedin.com
2180,www.facebook.com,www.facebook.com
2181,www.facebook.com,www.facebook.com
2182,c.clarity.ms,c.bing.com
2183,px.ads.linkedin.com,px.ads.linkedin.com
2184,c.bing.com,c.clarity.ms
2185,pixel.sitescout.com,pixel.sitescout.com
2186,pixel.sitescout.com,pixel.sitescout.com
2187,c.clarity.ms,c.bing.com
2188,c.bing.com,c.clarity.ms
2189,www.dad2summit.com,dad2.com
2190,c.clarity.ms,c.bing.com
2191,dad2.com,dad2.com
2192,c.bing.com,c.clarity.ms
2193,www.dad2summit.com,dad2.com
2194,www.facebook.com,www.facebook.com
2195,www.facebook.com,www.facebook.com
2196,oeffnungszeitenbuch.de,www.oeffnungszeitenbuch.de
2197,dad2.com,dad2.com
2198,px.ads.linkedin.com,px.ads.linkedin.com
2199,www.dad2summit.com,dad2.com
2200,www.dad2summit.com,dad2.com
2201,www.dad2summit.com,dad2.com
2202,dad2.com,dad2.com
2203,dad2.com,dad2.com
2204,dad2.com,dad2.com
2205,ap.lijit.com,ap.lijit.com
2206,pixel.sitescout.com,pixel.sitescout.com
2207,pixel.sitescout.com,pixel.sitescout.com
2208,c.clarity.ms,c.bing.com
2209,c.bing.com,c.clarity.ms
2210,googleads.g.doubleclick.net,googleads.g.doubleclick.net
2211,www.dad2summit.com,dad2.com
2212,moto7.net,www.moto7.net
2213,dad2.com,dad2.com
2214,px.ads.linkedin.com,px.ads.linkedin.com
2215,c.clarity.ms,c.bing.com
2216,c.bing.com,c.clarity.ms
2217,px.ads.linkedin.com,px.ads.linkedin.com
2218,accounts.livechatinc.com,accounts.livechatinc.com
2219,px.ads.linkedin.com,px.ads.linkedin.com
2220,c.clarity.ms,c.bing.com
2221,c.bing.com,c.clarity.ms
2222,ppsc.gop.pk,ppsc.gop.pk
2223,pixel.sitescout.com,pixel.sitescout.com
2224,c.clarity.ms,c.bing.com
2225,pixel.sitescout.com,pixel.sitescout.com
2226,bookyogaretreats.com,www.bookyogaretreats.com
2227,googleads.g.doubleclick.net,googleads.g.doubleclick.net
2228,googleads.g.doubleclick.net,googleads.g.doubleclick.net
2229,googleads.g.doubleclick.net,googleads.g.doubleclick.net
2230,googleads.g.doubleclick.net,googleads.g.doubleclick.net
2231,tw-pvmax.tenmax.io,pvmax.tenmax.io
2232,allaccess.com,www.allaccess.com
2233,allaccess.com,allaccess.com
2234,www.google.com,googleads.g.doubleclick.net
2235,allaccess.com,www.allaccess.com
2236,l.sharethis.com,l.sharethis.com
2237,c.amazon-adsystem.com,
2238,gum.criteo.com,ag.gbc.criteo.com
2239,ag.gbc.criteo.com,gem.gbc.criteo.com
2240,i.liadm.com,i.liadm.com
2241,i.liadm.com,i6.liadm.com
2242,gum.criteo.com,ag.gbc.criteo.com
2243,c.clarity.ms,c.bing.com
2244,c.bing.com,c.clarity.ms
2245,ag.gbc.criteo.com,gem.gbc.criteo.com
2246,match.adsrvr.org,match.adsrvr.org
2247,ex.ingage.tech,sync.1rx.io
2248,ssc-cms.33across.com,de.tynt.com
2249,ssc-cms.33across.com,de.tynt.com
2250,ssc-cms.33across.com,de.tynt.com
2251,id5-sync.com,id5-sync.com
2252,de.tynt.com,de.tynt.com
2253,de.tynt.com,hde.tynt.com
2254,de.tynt.com,de.tynt.com
2255,id5-sync.com,id5-sync.com
2256,ssc-cms.33across.com,ex.ingage.tech
2257,ps.eyeota.net,ps.eyeota.net
2258,ps.eyeota.net,ps.eyeota.net
2259,ps.eyeota.net,ps.eyeota.net
2260,headshop.com,www.headshop.com
2261,ssc-cms.33across.com,de.tynt.com
2262,u.openx.net,u.openx.net
2263,googleads.g.doubleclick.net,googleads.g.doubleclick.net
2264,de.tynt.com,de.tynt.com
2265,ssum-sec.casalemedia.com,ssum-sec.casalemedia.com
2266,ic.tynt.com,de.tynt.com
2267,ssum-sec.casalemedia.com,ssum-sec.casalemedia.com
2268,ssum-sec.casalemedia.com,ssum-sec.casalemedia.com
2269,ib.adnxs.com,ib.adnxs.com
2270,de.tynt.com,hde.tynt.com
2271,ib.adnxs.com,ib.adnxs.com
2272,ps.eyeota.net,ps.eyeota.net
2273,sync.richaudience.com,sync.richaudience.com
2274,ssc-cms.33across.com,ib.adnxs.com
2275,cm.g.doubleclick.net,cm.g.doubleclick.net
2276,ps.eyeota.net,ps.eyeota.net
2277,ap.lijit.com,ap.lijit.com
2278,u.openx.net,u.openx.net
2279,ssum.casalemedia.com,ssum.casalemedia.com
2280,ap.lijit.com,sync.connectad.io
2281,x.bidswitch.net,x.bidswitch.net
2282,cm.g.doubleclick.net,sync.go.sonobi.com
2283,koha.net,www.koha.net
2284,u.openx.net,u.openx.net
2285,creativecdn.com,creativecdn.com
2286,ib.adnxs.com,ib.adnxs.com
2287,ssum-sec.casalemedia.com,ssum-sec.casalemedia.com
2288,ib.adnxs.com,ib.adnxs.com
2289,ssum-sec.casalemedia.com,csync.smilewanted.com
2290,ice.360yield.com,ice.360yield.com
2291,csync.smilewanted.com,ib.adnxs.com
2292,ssum.casalemedia.com,ssum.casalemedia.com
2293,u.openx.net,u.openx.net
2294,creativecdn.com,creativecdn.com
2295,hbx.media.net,ib.adnxs.com
2296,prebid.a-mo.net,ib.adnxs.com
2297,ib.adnxs.com,ib.adnxs.com
2298,ib.adnxs.com,prebid.a-mo.net
2299,prebid.a-mo.net,ap.lijit.com
2300,ap.lijit.com,ap.lijit.com
2301,ap.lijit.com,ap.lijit.com
2302,prebid-match.dotomi.com,prebid-match.dotomi.com
2303,ap.lijit.com,sync.connectad.io
2304,ap.lijit.com,ap.lijit.com
2305,ssum.casalemedia.com,ssum.casalemedia.com
2306,u.openx.net,u.openx.net
2307,ap.lijit.com,sync.connectad.io
2308,relay-ks.ads.httpool.com,tas-ks.toboads.com
2309,creativecdn.com,creativecdn.com
2310,ads.yieldmo.com,ib.adnxs.com
2311,ib.adnxs.com,ib.adnxs.com
2312,ib.adnxs.com,prebid.adnxs.com
2313,ad.360yield.com,ad.360yield.com
2314,ppsc.gop.pk,ppsc.gop.pk
2315,csync.smilewanted.com,ib.adnxs.com
2316,googleads.g.doubleclick.net,googleads.g.doubleclick.net
2317,googleads.g.doubleclick.net,googleads.g.doubleclick.net
2318,googleads.g.doubleclick.net,googleads.g.doubleclick.net
2319,googleads.g.doubleclick.net,googleads.g.doubleclick.net
2320,tpc.googlesyndication.com,tpc.googlesyndication.com
2321,sync.1rx.io,sync.1rx.io
2322,sync.1rx.io,sync.1rx.io
2323,sync.1rx.io,ib.adnxs.com
2324,sync.1rx.io,ex.ingage.tech
2325,ap.lijit.com,prebid.a-mo.net
2326,p.rfihub.com,sync.go.sonobi.com
2327,prebid.a-mo.net,ssum.casalemedia.com
2328,ssum.casalemedia.com,ssum.casalemedia.com
2329,ssum.casalemedia.com,prebid.a-mo.net
2330,prebid.a-mo.net,image8.pubmatic.com
2331,bh.contextweb.com,cm.g.doubleclick.net
2332,idsync.rlcdn.com,idsync.rlcdn.com
2333,sync.mathtag.com,sync.go.sonobi.com
2334,sync.aralego.com,match.adsrvr.org
2335,idsync.rlcdn.com,pippio.com
2336,cm.g.doubleclick.net,cm.g.doubleclick.net
2337,match.adsrvr.org,match.adsrvr.org
2338,s.amazon-adsystem.com,s.amazon-adsystem.com
2339,u.openx.net,u.openx.net
2340,sync.go.sonobi.com,router.infolinks.com
2341,ib.adnxs.com,ib.adnxs.com
2342,ib.adnxs.com,ib.adnxs.com
2343,router.infolinks.com,sync.intentiq.com
2344,ups.analytics.yahoo.com,ups.analytics.yahoo.com
2345,de.tynt.com,hde.tynt.com
2346,dsp.adkernel.com,router.infolinks.com
2347,ad.360yield.com,ad.360yield.com
2348,sync.1rx.io,sync.1rx.io
2349,www.headshop.com,www.headshop.com
2350,c.clarity.ms,c.bing.com
2351,c.bing.com,c.clarity.ms
2352,ppsc.gop.pk,ppsc.gop.pk
2353,u.openx.net,router.infolinks.com
2354,ib.adnxs.com,router.infolinks.com
2355,ib.adnxs.com,s.cpx.to
2356,tobb.org.tr,tobb.org.tr
2357,sync.1rx.io,router.infolinks.com
2358,image8.pubmatic.com,image8.pubmatic.com
2359,image8.pubmatic.com,image8.pubmatic.com
2360,tw-pvmax.tenmax.io,pvmax.tenmax.io
2361,analitik.tobb.org.tr,analitik.tobb.org.tr
2362,analitik.tobb.org.tr,analitik.tobb.org.tr
2363,headregulate.xyz,www.headregulate.xyz
2364,tobb.org.tr,tobb.org.tr
2365,korehealthofficial.com,www.korehealthofficial.com
2366,ap.lijit.com,ap.lijit.com
2367,p.rfihub.com,router.infolinks.com
2368,ssum-sec.casalemedia.com,ssum-sec.casalemedia.com
2369,pixel.advertising.com,pixel.advertising.com
2370,ssc-cms.33across.com,router.infolinks.com
2371,b1sync.zemanta.com,router.infolinks.com
2372,weibocdn.com,weibo.com
2373,match.bnmla.com,bh.contextweb.com
2374,eb2.3lift.com,eb2.3lift.com
2375,bh.contextweb.com,match.bnmla.com
2376,weibo.com,weibo.com
2377,weibo.com,weibo.com
2378,egitimhane.com,www.egitimhane.com
2379,www.egitimhane.com,www.egitimhane.com
2380,c.clarity.ms,c.bing.com
2381,c.bing.com,c.clarity.ms
2382,weibo.com,passport.weibo.com
2383,www.google.com,googleads.g.doubleclick.net
2384,senasa.gob.ar,www.senasa.gob.ar
2385,tobb.org.tr,tobb.org.tr
2386,daziusa.com,www.daziusa.com
2387,www.senasa.gob.ar,www.argentina.gob.ar
2388,tobb.org.tr,tobb.org.tr
2389,tobb.org.tr,tobb.org.tr
2390,tobb.org.tr,tobb.org.tr
2391,unpkg.com,unpkg.com
2392,a.klaviyo.com,static.klaviyo.com
2393,secure.adnxs.com,secure.adnxs.com
2394,secure.adnxs.com,secure.adnxs.com
2395,insight.adsrvr.org,dpm.demdex.net
2396,insight.adsrvr.org,dpm.demdex.net
2397,idsync.rlcdn.com,idsync.rlcdn.com
2398,idsync.rlcdn.com,pippio.com
2399,dpm.demdex.net,dpm.demdex.net
2400,dpm.demdex.net,dpm.demdex.net
2401,pippio.com,cm.g.doubleclick.net
2402,cm.g.doubleclick.net,pippio.com
2403,pippio.com,tag.apxlv.com
2404,tag.apxlv.com,deviceid.trueleadid.com
2405,api.wcx.cloud,api.wcx.cloud
2406,api.wcx.cloud,api.wcx.cloud
2407,tr.snapchat.com,pixel.tapad.com
2408,deviceid.trueleadid.com,tag.apxlv.com
2409,pixel.tapad.com,pixel.tapad.com
2410,tag.apxlv.com,tag.cogocast.net
2411,pixel.tapad.com,tr.snapchat.com
2412,c.clarity.ms,c.bing.com
2413,tag.cogocast.net,gpush.cogocast.net
2414,ap.lijit.com,router.infolinks.com
2415,c.bing.com,c.clarity.ms
2416,sync.intentiq.com,sync1.intentiq.com
2417,bh.contextweb.com,cm.g.doubleclick.net
2418,match.adsrvr.org,match.adsrvr.org
2419,sync.mathtag.com,sync.go.sonobi.com
2420,weibo.com,passport.weibo.com
2421,cm.g.doubleclick.net,cm.g.doubleclick.net
2422,c.clarity.ms,c.bing.com
2423,c.bing.com,c.clarity.ms
2424,match.adsrvr.org,match.adsrvr.org
2425,bh.contextweb.com,e1.emxdgt.com
2426,pixel.advertising.com,pixel.advertising.com
2427,pixel.quantserve.com,e1.emxdgt.com
2428,cs.emxdgt.com,ib.adnxs.com
2429,ib.adnxs.com,ib.adnxs.com
2430,x.bidswitch.net,x.bidswitch.net
2431,ib.adnxs.com,ib.adnxs.com
2432,ib.adnxs.com,cs.emxdgt.com
2433,ib.adnxs.com,e1.emxdgt.com
2434,p.rfihub.com,e1.emxdgt.com
2435,p.rfihub.com,sync.go.sonobi.com
2436,cm.ctnsnet.com,e1.emxdgt.com
2437,sync-tm.everesttech.net,sync-tm.everesttech.net
2438,ad.turn.com,e1.emxdgt.com
2439,pixel-sync.sitescout.com,pixel-sync.sitescout.com
2440,emx-match.dotomi.com,emx-match.dotomi.com
2441,match.prod.bidr.io,match.prod.bidr.io
2442,aorta.clickagy.com,e1.emxdgt.com
2443,match.prod.bidr.io,e1.emxdgt.com
2444,sync.1rx.io,sync.1rx.io
2445,sync.resetdigital.co,ads.stickyadstv.com
2446,sync.ipredictive.com,e1.emxdgt.com
2447,sync.1rx.io,e1.emxdgt.com
2448,c1.adform.net,c1.adform.net
2449,agilent.com,www.agilent.com
2450,www.google.com,googleads.g.doubleclick.net
2451,go.botmaker.com,storage.googleapis.com
2452,gpush.cogocast.net,cm.g.doubleclick.net
2453,cm.g.doubleclick.net,cm.g.doubleclick.net
2454,cm.g.doubleclick.net,gpush.cogocast.net
2455,gpush.cogocast.net,tag.cogocast.net
2456,tag.cogocast.net,tag.apxlv.com
2457,svt.se,www.svt.se
2458,secure.adnxs.com,secure.adnxs.com
2459,secure.adnxs.com,secure.adnxs.com
2460,secure.adnxs.com,secure.adnxs.com
2461,secure.adnxs.com,secure.adnxs.com
2462,secure.adnxs.com,secure.adnxs.com
2463,gwmtracking.com,ad.doubleclick.net
2464,secure.adnxs.com,secure.adnxs.com
2465,secure.adnxs.com,secure.adnxs.com
2466,secure.adnxs.com,secure.adnxs.com
2467,secure.adnxs.com,secure.adnxs.com
2468,secure.adnxs.com,secure.adnxs.com
2469,secure.adnxs.com,secure.adnxs.com
2470,secure.adnxs.com,secure.adnxs.com
2471,ad.doubleclick.net,adservice.google.com
2472,px.ads.linkedin.com,px.ads.linkedin.com
2473,www.google.com,googleads.g.doubleclick.net
2474,www.google.com,googleads.g.doubleclick.net
2475,www.google.com,googleads.g.doubleclick.net
2476,googleads.g.doubleclick.net,googleads.g.doubleclick.net
2477,secure.adnxs.com,secure.adnxs.com
2478,ib.adnxs.com,ib.adnxs.com
2479,ib.adnxs.com,ib.adnxs.com
2480,ib.adnxs.com,a.dpmsrv.com
2481,id.rlcdn.com,id.rlcdn.com
2482,cm.g.doubleclick.net,cm.g.doubleclick.net
2483,id.rlcdn.com,segments.company-target.com
2484,cm.g.doubleclick.net,a.dpmsrv.com
2485,segments.company-target.com,segments.company-target.com
2486,match.prod.bidr.io,match.prod.bidr.io
2487,match.prod.bidr.io,segments.company-target.com
2488,segments.company-target.com,segments.company-target.com
2489,secure.adnxs.com,secure.adnxs.com
2490,ib.adnxs.com,ib.adnxs.com
2491,cm.g.doubleclick.net,cm.g.doubleclick.net
2492,r.casalemedia.com,r.casalemedia.com
2493,gum.criteo.com,d.turn.com
2494,x.bidswitch.net,x.bidswitch.net
2495,cm.g.doubleclick.net,dis.criteo.com
2496,s.ad.smaato.net,s.ad.smaato.net
2497,ib.adnxs.com,ib.adnxs.com
2498,ups.analytics.yahoo.com,ups.analytics.yahoo.com
2499,d.turn.com,dis.criteo.com
2500,eb2.3lift.com,eb2.3lift.com
2501,i.liadm.com,i.liadm.com
2502,ad.360yield.com,ad.360yield.com
2503,secure.adnxs.com,secure.adnxs.com
2504,partner.mediawallahscript.com,partner.mediawallahscript.com
2505,secure.adnxs.com,secure.adnxs.com
2506,ib.adnxs.com,ib.adnxs.com
2507,ib.adnxs.com,dis.criteo.com
2508,secure.adnxs.com,secure.adnxs.com
2509,secure.adnxs.com,dis.criteo.com
2510,i.liadm.com,i6.liadm.com
2511,beyondlife.club,www.beyondlife.club
2512,www.google.com,googleads.g.doubleclick.net
2513,www.google.com,googleads.g.doubleclick.net
2514,googleads.g.doubleclick.net,googleads.g.doubleclick.net
2515,www.google.com,googleads.g.doubleclick.net
2516,secure.adnxs.com,secure.adnxs.com
2517,secure.adnxs.com,secure.adnxs.com
2518,gwmtracking.com,ad.doubleclick.net
2519,secure.adnxs.com,secure.adnxs.com
2520,secure.adnxs.com,secure.adnxs.com
2521,secure.adnxs.com,secure.adnxs.com
2522,secure.adnxs.com,secure.adnxs.com
2523,secure.adnxs.com,secure.adnxs.com
2524,secure.adnxs.com,secure.adnxs.com
2525,secure.adnxs.com,secure.adnxs.com
2526,secure.adnxs.com,secure.adnxs.com
2527,secure.adnxs.com,secure.adnxs.com
2528,secure.adnxs.com,secure.adnxs.com
2529,ad.doubleclick.net,adservice.google.com
2530,unpkg.com,unpkg.com
2531,autocar.jp,www.autocar.jp
2532,a.klaviyo.com,static.klaviyo.com
2533,ib.adnxs.com,ib.adnxs.com
2534,insight.adsrvr.org,dpm.demdex.net
2535,insight.adsrvr.org,dpm.demdex.net
2536,secure.adnxs.com,secure.adnxs.com
2537,secure.adnxs.com,secure.adnxs.com
2538,id.rlcdn.com,id.rlcdn.com
2539,match.prod.bidr.io,match.prod.bidr.io
2540,px.ads.linkedin.com,px.ads.linkedin.com
2541,insight.adsrvr.org,match.adsrvr.org
2542,ib.adnxs.com,a.dpmsrv.com
2543,idsync.rlcdn.com,idsync.rlcdn.com
2544,secure.adnxs.com,insight.adsrvr.org
2545,dpm.demdex.net,dpm.demdex.net
2546,dpm.demdex.net,dpm.demdex.net
2547,id.rlcdn.com,segments.company-target.com
2548,match.prod.bidr.io,segments.company-target.com
2549,attracta.com,www.attracta.com
2550,insight.adsrvr.org,dpm.demdex.net
2551,idsync.rlcdn.com,pippio.com
2552,cm.g.doubleclick.net,cm.g.doubleclick.net
2553,segments.company-target.com,segments.company-target.com
2554,segments.company-target.com,segments.company-target.com
2555,pippio.com,cm.g.doubleclick.net
2556,dpm.demdex.net,dpm.demdex.net
2557,cm.g.doubleclick.net,pippio.com
2558,pippio.com,tag.apxlv.com
2559,cm.g.doubleclick.net,a.dpmsrv.com
2560,tag.apxlv.com,deviceid.trueleadid.com
2561,a.klaviyo.com,static.klaviyo.com
2562,ib.adnxs.com,ib.adnxs.com
2563,secure.adnxs.com,secure.adnxs.com
2564,y.one.impact-ad.jp,y.one.impact-ad.jp
2565,deviceid.trueleadid.com,tag.apxlv.com
2566,unpkg.com,unpkg.com
2567,insight.adsrvr.org,dpm.demdex.net
